id,filtered_words,features,label_index
R170,"[material, share, majority, knowledge, democrat., international, back, try, director, real, simply, member., experts, discuss, ongoing, developments, technology, breakthrough.]","(10000,[188,1020,1642,1853,2227,2403,3231,3614,3947,4506,4687,4693,7864,8430,9244,9462,9691,9924],[4.42484663185681,2.60568818844064,5.523458920524919,4.830311739964974,2.7200985396183848,3.914021008090819,4.270695952029551,0.6871770135734415,5.117993812416755,0.691153161953081,0.691153161953081,3.914021008090819,4.137164559405029,4.137164559405029,4.270695952029551,0.691153161953081,4.270695952029551,4.607168188650764])",1.0
F110,"[close, wait, parent, open., evening, firm, early., minute, laugh, production., party, film, manager, front, network, center, reach., —, shocking, claims, celebrity, scandal, surface, internet.]","(10000,[503,504,1379,1480,1640,1652,3357,3486,3497,3753,4921,5003,5286,5477,5850,7098,7281,7381,7936,8338,8894,9152,9472,9932],[0.691153161953081,4.270695952029551,4.019381523748645,4.830311739964974,5.117993812416755,4.137164559405029,4.42484663185681,2.849310271098391,3.914021008090819,4.607168188650764,2.849310271098391,4.137164559405029,3.914021008090819,4.42484663185681,0.691153161953081,3.914021008090819,0.6714286566053024,4.830311739964974,0.691153161953081,0.691153161953081,4.607168188650764,4.270695952029551,4.830311739964974,4.607168188650764])",0.0
F048,"[stay, yeah, often, mind., whatever, computer, alone, leave, person, imagine., —, shocking, claims, secret, cure, surface, internet.]","(10000,[7,433,503,2492,2913,3249,3892,5850,6747,6764,7281,7695,7936,8151,8338,9026],[4.607168188650764,3.914021008090819,0.691153161953081,3.8187108282864943,3.7316994512968646,7.463398902593729,2.5530444549552183,0.691153161953081,2.5530444549552183,4.830311739964974,0.6714286566053024,4.42484663185681,0.691153161953081,4.019381523748645,0.691153161953081,4.42484663185681])",0.0
F082,"[similar, base, allow, hundred, western, prove, individual., control, rich, despite, participant., —, shocking, claims, hoax, surface, internet.]","(10000,[503,524,1208,1301,1762,3188,4377,4835,5175,5214,5850,6212,7046,7281,7936,8173,8338],[0.691153161953081,3.8187108282864943,2.7200985396183848,3.914021008090819,4.137164559405029,5.117993812416755,2.60568818844064,3.914021008090819,4.42484663185681,3.914021008090819,0.691153161953081,4.019381523748645,4.607168188650764,0.6714286566053024,0.691153161953081,3.8187108282864943,0.691153161953081])",0.0
F187,"[sea, memory, organization, us, answer, responsibility, community, cost., edge, community, two, fish, stuff., door, forget, serve., —, shocking, claims, miracle, drug, surface, internet.]","(10000,[503,1256,1364,1376,2825,3502,3619,3921,4728,4847,5850,6143,6660,6941,7146,7160,7281,7860,7936,8174,8338,9617],[0.691153161953081,3.125563647726549,4.270695952029551,4.42484663185681,4.830311739964974,4.607168188650764,4.607168188650764,3.7316994512968646,4.270695952029551,4.019381523748645,0.691153161953081,4.830311739964974,4.137164559405029,4.607168188650764,4.607168188650764,5.523458920524919,0.6714286566053024,2.849310271098391,0.691153161953081,10.23598762483351,0.691153161953081,3.914021008090819])",0.0
F027,"[run, evening, political, return, already, every., sense, better, second, language., mouth, letter, human, maybe, deep., —, shocking, claims, miracle, drug, surface, internet.]","(10000,[266,503,564,594,635,1256,1982,2543,3935,4818,5286,5447,5850,7281,7497,7860,7936,8303,8338,8997,9256,9998],[3.8187108282864943,0.691153161953081,4.137164559405029,4.42484663185681,4.42484663185681,3.125563647726549,4.830311739964974,4.019381523748645,4.137164559405029,4.42484663185681,3.914021008090819,3.7316994512968646,0.691153161953081,0.6714286566053024,4.607168188650764,2.849310271098391,0.691153161953081,4.42484663185681,0.691153161953081,4.830311739964974,4.137164559405029,4.830311739964974])",0.0
F202,"[week, visit, business, onto, interesting, nor., —, shocking, claims, hoax, surface, internet.]","(10000,[503,698,3634,4319,4377,5122,5374,5850,7281,7936,8338,8439],[0.691153161953081,4.019381523748645,4.019381523748645,3.577548771469606,2.60568818844064,3.8187108282864943,4.019381523748645,0.691153161953081,0.6714286566053024,0.691153161953081,0.691153161953081,4.607168188650764])",0.0
F197,"[open, campaign, tell, able, character, system, at., —, shocking, claims, secret, cure, surface, internet.]","(10000,[503,1850,3496,3892,3996,4867,5783,5850,6675,6747,7152,7281,7936,8338],[0.691153161953081,4.607168188650764,4.270695952029551,2.5530444549552183,4.019381523748645,4.607168188650764,3.8187108282864943,0.691153161953081,4.137164559405029,2.5530444549552183,4.607168188650764,0.6714286566053024,0.691153161953081,0.691153161953081])",0.0
R128,"[strong, quickly, risk, my., write, hit, something, service, friend, lead., prevent, skill, time, believe., nature, benefit, decade, modern, month, television, loss., experts, discuss, ongoing, developments, climate, change.]","(10000,[488,586,690,821,2059,2252,2336,3252,3391,3611,3614,4506,4596,4687,5445,5653,5741,6030,6355,7386,8157,8252,8713,8794,9462,9826,9968],[3.8187108282864943,4.830311739964974,4.830311739964974,2.849310271098391,2.6902455764687034,4.270695952029551,4.019381523748645,4.270695952029551,4.019381523748645,5.117993812416755,0.6871770135734415,0.691153161953081,4.830311739964974,0.691153161953081,4.137164559405029,4.607168188650764,4.019381523748645,4.137164559405029,4.270695952029551,5.117993812416755,3.8187108282864943,3.8187108282864943,4.019381523748645,4.137164559405029,0.691153161953081,4.830311739964974,4.137164559405029])",1.0
F157,"[maintain, oil, soon, sort, piece., child, old, include, new, better., —, shocking, claims, government, cover-up, surface, internet.]","(10000,[503,585,1041,2259,2953,5247,5720,5850,6035,7078,7083,7244,7281,7936,8338,9784,9813],[0.691153161953081,4.42484663185681,4.019381523748645,2.6902455764687034,4.019381523748645,4.830311739964974,4.137164559405029,0.691153161953081,4.019381523748645,5.523458920524919,4.42484663185681,3.8187108282864943,0.6714286566053024,0.691153161953081,0.691153161953081,5.117993812416755,2.997730276216664])",0.0
F117,"[actually, fight, tax, speak, interview., difference, experience, stop, everybody., benefit, certainly, office, along, big., —, shocking, claims, hoax, surface, internet.]","(10000,[503,673,796,1890,2526,2806,2840,3635,4377,4732,5138,5653,5850,6447,6587,7281,7866,7936,8338,8344],[0.691153161953081,4.137164559405029,3.8187108282864943,4.607168188650764,4.137164559405029,5.523458920524919,4.137164559405029,4.42484663185681,2.60568818844064,3.7316994512968646,4.42484663185681,4.607168188650764,0.691153161953081,4.607168188650764,4.270695952029551,0.6714286566053024,4.137164559405029,0.691153161953081,0.691153161953081,4.270695952029551])",0.0
F173,"[east, manager, yes, claim., black, never, wind, opportunity, plan, clear., course, medical, book, data, investment., —, shocking, claims, secret, cure, surface, internet.]","(10000,[281,393,503,1401,1652,1695,1734,1876,1948,2558,3652,3892,5044,5850,6123,6576,6747,6976,7281,7936,8268,8338],[3.7316994512968646,4.42484663185681,0.691153161953081,5.523458920524919,4.137164559405029,4.607168188650764,5.523458920524919,5.523458920524919,4.019381523748645,4.270695952029551,4.270695952029551,2.5530444549552183,4.019381523748645,0.691153161953081,4.137164559405029,4.607168188650764,2.5530444549552183,3.914021008090819,0.6714286566053024,0.691153161953081,3.577548771469606,0.691153161953081])",0.0
F024,"[security, wife, table, image., long, east, name, son, pick, exist., —, shocking, claims, aliens, surface, internet.]","(10000,[15,209,503,650,795,2634,3021,3931,5850,6576,7281,7372,7936,8338,8904,9604],[3.6516567436233283,4.607168188650764,0.691153161953081,2.958509563063383,5.523458920524919,3.8187108282864943,4.607168188650764,3.6516567436233283,0.691153161953081,4.607168188650764,0.6714286566053024,4.42484663185681,0.691153161953081,0.691153161953081,4.137164559405029,5.117993812416755])",0.0
F096,"[third, standard, ball, ready, cultural, thousand., owner, consumer, protect, argue., easy, blood, style., —, shocking, claims, celebrity, scandal, surface, internet.]","(10000,[503,760,2359,2967,3486,3500,4921,5850,6053,6444,6557,7235,7281,7492,7509,7936,8338,8771,9233,9475],[0.691153161953081,3.5085558999826545,3.8187108282864943,3.914021008090819,2.849310271098391,5.117993812416755,2.849310271098391,0.691153161953081,3.577548771469606,4.830311739964974,4.137164559405029,4.607168188650764,0.6714286566053024,4.830311739964974,4.830311739964974,0.691153161953081,0.691153161953081,4.137164559405029,3.8187108282864943,4.830311739964974])",0.0
R247,"[anyone, impact, home, source, popular., whether, low, hope, page, position, coach., set, debate, really, expect, watch., experts, discuss, ongoing, developments, public, health.]","(10000,[666,1339,1479,1770,1972,2519,2827,3365,3406,3614,3691,4112,4506,4687,5342,6000,6219,7721,7786,8276,8411,9462],[4.019381523748645,4.42484663185681,5.117993812416755,2.920769235080536,4.270695952029551,5.117993812416755,4.270695952029551,4.607168188650764,4.137164559405029,0.6871770135734415,4.137164559405029,3.8187108282864943,0.691153161953081,0.691153161953081,4.137164559405029,4.42484663185681,3.125563647726549,4.42484663185681,4.830311739964974,4.607168188650764,3.914021008090819,0.691153161953081])",1.0
F226,"[issue, degree, stay, however, get., different, company, similar., food, population, case, food, coach., —, shocking, claims, government, cover-up, surface, internet.]","(10000,[433,503,911,942,1479,1776,2147,2259,5850,6342,6616,6683,7281,7936,8338,8653,9258,9813,9943],[3.914021008090819,0.691153161953081,4.42484663185681,4.830311739964974,5.117993812416755,4.270695952029551,5.523458920524919,2.6902455764687034,0.691153161953081,4.270695952029551,4.607168188650764,4.42484663185681,0.6714286566053024,0.691153161953081,0.691153161953081,7.463398902593729,4.607168188650764,2.997730276216664,4.019381523748645])",0.0
F100,"[smile, late, everybody, section., bill, goal, yet, last, current, option., —, shocking, claims, flat, earth, surface, internet.]","(10000,[503,1133,2561,2713,2918,3079,3989,4037,5089,5850,7281,7936,8135,8338,8569,9189,9676],[0.691153161953081,5.523458920524919,4.42484663185681,4.019381523748645,3.0385522707369192,5.117993812416755,4.019381523748645,4.137164559405029,3.914021008090819,0.691153161953081,0.6714286566053024,0.691153161953081,4.830311739964974,0.691153161953081,5.117993812416755,3.914021008090819,3.0385522707369192])",0.0
F246,"[soon, media, program, according, yeah., —, shocking, claims, government, cover-up, surface, internet.]","(10000,[503,573,1041,1209,2259,5850,7281,7564,7936,8134,8338,9813],[0.691153161953081,4.019381523748645,4.019381523748645,4.42484663185681,2.6902455764687034,0.691153161953081,0.6714286566053024,3.7316994512968646,0.691153161953081,5.117993812416755,0.691153161953081,2.997730276216664])",0.0
F183,"[leader, feel, hospital, democrat., tree, collection, art, talk., care, defense, knowledge, hundred, really, difficult., —, shocking, claims, aliens, surface, internet.]","(10000,[503,650,1526,3115,3543,3809,4112,4930,5175,5310,5850,5871,7281,7337,7854,7864,7936,8209,8338,9924],[0.691153161953081,2.958509563063383,4.137164559405029,3.914021008090819,3.7316994512968646,5.117993812416755,3.8187108282864943,3.7316994512968646,4.42484663185681,4.270695952029551,0.691153161953081,4.830311739964974,0.6714286566053024,5.117993812416755,4.270695952029551,4.137164559405029,0.691153161953081,4.019381523748645,0.691153161953081,4.607168188650764])",0.0
R063,"[dark, east, build, respond, prevent, short, industry, first., true, thought, analysis, safe, defense, bill, scene., experts, discuss, ongoing, developments, policy.]","(10000,[55,697,1262,1296,2500,3010,3014,3252,3543,3614,3756,4506,4687,6576,6944,7188,7642,8135,9372,9462],[4.019381523748645,4.019381523748645,4.137164559405029,4.42484663185681,4.607168188650764,3.914021008090819,4.270695952029551,4.270695952029551,3.7316994512968646,0.6871770135734415,4.42484663185681,0.691153161953081,0.691153161953081,4.607168188650764,2.7508701982851385,4.270695952029551,4.607168188650764,4.830311739964974,4.830311739964974,0.691153161953081])",1.0
R005,"[lawyer, cause, hotel., certainly, keep, respond., cultural, eat, police., experts, discuss, ongoing, developments, election.]","(10000,[316,673,3556,3614,3916,4391,4506,4687,5169,7276,9021,9233,9462,9594],[4.42484663185681,4.137164559405029,2.8844015909096608,0.6871770135734415,5.523458920524919,4.830311739964974,0.691153161953081,0.691153161953081,4.830311739964974,4.607168188650764,4.270695952029551,3.8187108282864943,0.691153161953081,4.137164559405029])",1.0
R084,"[hour, various, save, color., dog, reflect, federal, possible., experts, discuss, ongoing, developments, election.]","(10000,[527,633,2272,2494,3556,3614,4506,4520,4687,5321,6647,9462,9564],[5.523458920524919,4.607168188650764,5.523458920524919,5.117993812416755,2.8844015909096608,0.6871770135734415,0.691153161953081,4.137164559405029,0.691153161953081,4.830311739964974,5.117993812416755,0.691153161953081,4.42484663185681])",1.0
R124,"[investment, food, state, month, short, bill., stop, whose, election, realize, law, even, yes., experts, discuss, ongoing, developments, education.]","(10000,[132,796,1262,1562,1582,1808,2601,3204,3614,3979,4506,4687,5047,5741,6406,8653,9462,9539],[3.914021008090819,3.8187108282864943,4.137164559405029,4.830311739964974,3.8187108282864943,4.137164559405029,4.607168188650764,4.830311739964974,0.6871770135734415,4.270695952029551,0.691153161953081,0.691153161953081,2.6902455764687034,4.019381523748645,4.137164559405029,3.7316994512968646,0.691153161953081,4.019381523748645])",1.0
R118,"[draw, guess, nothing, box, account, growth., sense, quickly, pattern, pretty, stuff., experts, discuss, ongoing, developments, research.]","(10000,[617,2825,3391,3614,3919,4292,4506,4687,5447,7066,7922,8167,8660,9034,9187,9462],[4.607168188650764,4.830311739964974,4.019381523748645,0.6871770135734415,4.137164559405029,4.137164559405029,0.691153161953081,0.691153161953081,3.7316994512968646,2.8844015909096608,3.914021008090819,4.607168188650764,4.42484663185681,2.7508701982851385,4.42484663185681,0.691153161953081])",1.0
F001,"[early, child, type, upon., center, attack, blue, indicate, instead, strategy, money., stuff, nearly, city, imagine., —, shocking, claims, aliens, surface, internet.]","(10000,[25,503,650,1480,2291,2866,3526,4092,4527,5087,5495,5693,5768,5850,6485,7244,7281,7722,7936,8338,9026],[4.607168188650764,0.691153161953081,2.958509563063383,4.830311739964974,4.137164559405029,4.270695952029551,4.607168188650764,4.830311739964974,4.607168188650764,5.117993812416755,4.019381523748645,4.270695952029551,4.137164559405029,0.691153161953081,4.830311739964974,3.8187108282864943,0.6714286566053024,3.8187108282864943,0.691153161953081,0.691153161953081,4.42484663185681])",0.0
F007,"[picture, machine, effect, some., available, large, real, between., institution, business, assume., —, shocking, claims, immortal, jellyfish, surface, internet.]","(10000,[503,2066,2475,2481,3011,3243,5374,5850,6324,7022,7183,7281,7936,8040,8338,8550,9691,9876],[0.691153161953081,2.7508701982851385,4.137164559405029,4.270695952029551,4.830311739964974,4.42484663185681,4.019381523748645,0.691153161953081,4.019381523748645,3.6516567436233283,4.607168188650764,0.6714286566053024,0.691153161953081,3.7316994512968646,0.691153161953081,4.42484663185681,4.270695952029551,2.7508701982851385])",0.0
F046,"[seat, decide, relate, particular, theory, front, moment, billion., environment, attorney, factor, word., —, shocking, claims, mind, control, surface, internet.]","(10000,[47,503,504,629,988,1208,1468,2407,3184,3401,4853,5006,5850,7281,7936,8293,8338,8984,9561],[4.019381523748645,0.691153161953081,4.270695952029551,5.117993812416755,4.137164559405029,2.7200985396183848,4.137164559405029,4.019381523748645,2.849310271098391,4.019381523748645,4.137164559405029,5.117993812416755,0.691153161953081,0.6714286566053024,0.691153161953081,3.914021008090819,0.691153161953081,4.137164559405029,4.270695952029551])",0.0
R103,"[town, number, magazine, represent, pretty, model, but., manage, win, sing, still, rich, cost., exactly, realize, design., sense, page, new, unit, save, already., experts, discuss, ongoing, developments, research.]","(10000,[585,1582,2096,2398,2827,3614,3712,3919,4506,4520,4687,4715,5447,6143,6212,6335,6451,7066,7102,7425,7883,8413,8519,8717,8927,9181,9462],[4.42484663185681,3.8187108282864943,4.42484663185681,4.607168188650764,4.270695952029551,0.6871770135734415,3.914021008090819,4.137164559405029,0.691153161953081,4.137164559405029,0.691153161953081,4.270695952029551,3.7316994512968646,4.830311739964974,4.019381523748645,4.830311739964974,4.270695952029551,2.8844015909096608,4.42484663185681,5.523458920524919,4.42484663185681,3.577548771469606,4.42484663185681,3.7316994512968646,5.117993812416755,5.523458920524919,0.691153161953081])",1.0
R037,"[natural, subject, product, shake, full, hospital, speech., together, ask, add, citizen., experts, discuss, ongoing, developments, budget, report.]","(10000,[447,1180,2174,2180,3507,3614,4506,4687,4930,4988,4991,5432,8312,8655,8897,9462,9887],[3.7316994512968646,5.523458920524919,5.523458920524919,4.137164559405029,4.42484663185681,0.6871770135734415,0.691153161953081,0.691153161953081,3.7316994512968646,4.270695952029551,2.7200985396183848,2.6902455764687034,3.914021008090819,4.42484663185681,4.270695952029551,0.691153161953081,5.117993812416755])",1.0
F193,"[bring, treatment, us, senior., prepare, sea, reveal, government, action., wear, maintain, yes, growth, important, ready, myself., see, last, tend, onto, keep., —, shocking, claims, secret, cure, surface, internet.]","(10000,[320,503,1507,1810,1967,2259,2286,2895,3057,3892,3989,4319,5044,5247,5354,5850,6557,6581,6660,6747,7281,7936,8015,8338,8438,9213,9617,9767],[4.019381523748645,0.691153161953081,4.607168188650764,4.270695952029551,5.117993812416755,2.6902455764687034,3.914021008090819,5.117993812416755,4.42484663185681,2.5530444549552183,4.019381523748645,3.577548771469606,4.019381523748645,4.830311739964974,4.607168188650764,0.691153161953081,4.137164559405029,4.42484663185681,4.137164559405029,2.5530444549552183,0.6714286566053024,0.691153161953081,4.270695952029551,0.691153161953081,4.830311739964974,5.117993812416755,3.914021008090819,5.117993812416755])",0.0
R166,"[modern, player, animal, throughout, admit, agency, would., always, response, right, fear, everything, in., network, year, brother., experts, discuss, ongoing, developments, election.]","(10000,[765,1410,1790,1936,2336,2445,3556,3614,4506,4687,5098,5948,6604,7360,8714,8899,9011,9152,9156,9462,9513],[3.577548771469606,5.117993812416755,4.270695952029551,5.523458920524919,4.019381523748645,4.42484663185681,2.8844015909096608,0.6871770135734415,0.691153161953081,0.691153161953081,5.117993812416755,3.914021008090819,4.830311739964974,4.019381523748645,4.270695952029551,4.137164559405029,3.914021008090819,4.270695952029551,3.6516567436233283,0.691153161953081,4.019381523748645])",1.0
F017,"[grow, note, region, ability, region., —, shocking, claims, immortal, jellyfish, surface, internet.]","(10000,[503,613,2066,2404,3681,5850,7281,7936,8159,8338,9876,9909],[0.691153161953081,3.914021008090819,2.7508701982851385,4.019381523748645,4.42484663185681,0.691153161953081,0.6714286566053024,0.691153161953081,3.383392757028649,0.691153161953081,2.7508701982851385,4.42484663185681])",0.0
R008,"[bag, how., buy, analysis, prepare, loss., suffer, state, peace, condition, child, collection, pay, land., experts, discuss, ongoing, developments, economic, growth.]","(10000,[80,415,690,1296,1808,2286,3614,4506,4687,4897,5328,6021,6135,6697,7244,8209,9034,9123,9144,9462],[4.42484663185681,4.270695952029551,4.830311739964974,4.42484663185681,4.137164559405029,3.914021008090819,0.6871770135734415,0.691153161953081,0.691153161953081,4.270695952029551,3.4440173788450834,4.019381523748645,4.137164559405029,3.8187108282864943,3.8187108282864943,4.019381523748645,2.7508701982851385,5.117993812416755,2.579019941358479,0.691153161953081])",1.0
F071,"[kind, medical, thought, yet, become., —, shocking, claims, celebrity, scandal, surface, internet.]","(10000,[55,503,3486,4037,4921,5850,6044,7281,7936,8268,8338,9714],[4.019381523748645,0.691153161953081,2.849310271098391,4.137164559405029,2.849310271098391,0.691153161953081,4.830311739964974,0.6714286566053024,0.691153161953081,3.577548771469606,0.691153161953081,4.830311739964974])",0.0
F028,"[republican, morning, crime, morning, big, public., rest, environmental, body, process., show, mrs, time., —, shocking, claims, mind, control, surface, internet.]","(10000,[503,731,841,1208,2708,3048,3160,3184,4019,4616,5276,5850,6027,7281,7936,8077,8338,8366,9751],[0.691153161953081,4.137164559405029,4.137164559405029,2.7200985396183848,3.4440173788450834,4.830311739964974,8.274329118810059,2.849310271098391,4.830311739964974,4.137164559405029,5.523458920524919,0.691153161953081,4.270695952029551,0.6714286566053024,0.691153161953081,4.830311739964974,0.691153161953081,5.523458920524919,4.607168188650764])",0.0
F227,"[treat, sit, always, stay, television, her., several, window, specific, much, bad., part, difficult, simple, hope, treat, style, manager, enter., —, shocking, claims, immortal, jellyfish, surface, internet.]","(10000,[433,503,524,1652,1712,2059,2066,2403,2913,3935,5268,5850,6000,6946,7281,7748,7936,8000,8338,8713,8740,8750,9011,9227,9876],[3.914021008090819,0.691153161953081,3.8187108282864943,4.137164559405029,4.607168188650764,2.6902455764687034,2.7508701982851385,3.914021008090819,3.7316994512968646,4.137164559405029,4.270695952029551,0.691153161953081,4.42484663185681,3.6516567436233283,0.6714286566053024,5.523458920524919,0.691153161953081,4.42484663185681,0.691153161953081,4.019381523748645,3.577548771469606,8.274329118810059,3.914021008090819,4.137164559405029,2.7508701982851385])",0.0
R200,"[various, another, avoid, type., pm, drug, provide, door, fall, short., oil, list, kid, first., discuss, watch, century, medical, bag, interview, reflect., experts, discuss, ongoing, developments, public, health.]","(10000,[415,746,1388,1770,2708,3614,3723,3729,3756,4506,4687,4847,5946,6035,6219,6647,7026,7841,7860,8166,8268,8634,8728,9462,9700],[4.270695952029551,5.523458920524919,4.42484663185681,2.920769235080536,3.4440173788450834,1.374354027146883,4.137164559405029,4.270695952029551,4.42484663185681,0.691153161953081,0.691153161953081,4.019381523748645,4.607168188650764,8.03876304749729,3.125563647726549,5.117993812416755,4.137164559405029,5.117993812416755,2.849310271098391,4.137164559405029,3.577548771469606,4.270695952029551,3.6516567436233283,0.691153161953081,5.117993812416755])",1.0
R225,"[spring, top, moment, make., fast, establish, similar., experts, discuss, ongoing, developments, climate, change.]","(10000,[821,1644,1776,2059,2923,3401,3614,4506,4687,5328,7576,9263,9462],[2.849310271098391,4.270695952029551,4.270695952029551,2.6902455764687034,4.137164559405029,4.019381523748645,0.6871770135734415,0.691153161953081,0.691153161953081,3.4440173788450834,5.117993812416755,4.270695952029551,0.691153161953081])",1.0
